class_no,sect_no,class_number,class_name,place,entry_no,horse,rider,owner,score,prize
33473,11987,212,"Low Child Pony/Child Hunter Pony 2'/2'6""",3,2435,Take A Chance On Me,Cara Babington,Cara Babington,0.00,
33473,11987,212,"Low Child Pony/Child Hunter Pony 2'/2'6""",4,1179,Right On Target,Avery Kranitz,Avery Kranitz,0.00,
33473,11987,212,"Low Child Pony/Child Hunter Pony 2'/2'6""",5,1841,Pixar,Chloe Hawbaker,Dana Long,0.00,
33473,11987,212,"Low Child Pony/Child Hunter Pony 2'/2'6""",6,1174,Café Con Leche,Amelia Hollis,Amelia Hollis,0.00,
33473,11987,212,"Low Child Pony/Child Hunter Pony 2'/2'6""",7,2048,Faylin’s Baby Boomer,Kennedy Donaldson,Markie Morrison,0.00,
33473,11987,212,"Low Child Pony/Child Hunter Pony 2'/2'6""",8,1998,Timbit,Zoe Brandan,Lilly English,0.00,
33474,11987,213,"Low Child Pony/Child Hunter Pony 2'/2'6""",1,1254,Howie Do It,Claire de Hechavarria,Finley Morgan,0.00,
33474,11987,213,"Low Child Pony/Child Hunter Pony 2'/2'6""",2,1174,Café Con Leche,Amelia Hollis,Amelia Hollis,0.00,
33474,11987,213,"Low Child Pony/Child Hunter Pony 2'/2'6""",3,1841,Pixar,Chloe Hawbaker,Dana Long,0.00,
33474,11987,213,"Low Child Pony/Child Hunter Pony 2'/2'6""",4,1179,Right On Target,Avery Kranitz,Avery Kranitz,0.00,
33474,11987,213,"Low Child Pony/Child Hunter Pony 2'/2'6""",5,2048,Faylin’s Baby Boomer,Kennedy Donaldson,Markie Morrison,0.00,
33474,11987,213,"Low Child Pony/Child Hunter Pony 2'/2'6""",6,2435,Take A Chance On Me,Cara Babington,Cara Babington,0.00,
33474,11987,213,"Low Child Pony/Child Hunter Pony 2'/2'6""",7,2026,Marvel Comic,Halen Bobowski,Joe Currais,0.00,
33474,11987,213,"Low Child Pony/Child Hunter Pony 2'/2'6""",8,1998,Timbit,Zoe Brandan,Lilly English,0.00,
33475,11987,214,"Low Child Pony/Child Hunter Pony 2'/2'6"" U/S",1,2026,Marvel Comic,Halen Bobowski,Joe Currais,0.00,
33475,11987,214,"Low Child Pony/Child Hunter Pony 2'/2'6"" U/S",2,1254,Howie Do It,Claire de Hechavarria,Finley Morgan,0.00,
33475,11987,214,"Low Child Pony/Child Hunter Pony 2'/2'6"" U/S",3,2048,Faylin’s Baby Boomer,Kennedy Donaldson,Markie Morrison,0.00,
33475,11987,214,"Low Child Pony/Child Hunter Pony 2'/2'6"" U/S",4,1179,Right On Target,Avery Kranitz,Avery Kranitz,0.00,
33475,11987,214,"Low Child Pony/Child Hunter Pony 2'/2'6"" U/S",5,1174,Café Con Leche,Amelia Hollis,Amelia Hollis,0.00,
33475,11987,214,"Low Child Pony/Child Hunter Pony 2'/2'6"" U/S",6,2435,Take A Chance On Me,Cara Babington,Cara Babington,0.00,
33475,11987,214,"Low Child Pony/Child Hunter Pony 2'/2'6"" U/S",7,1841,Pixar,Chloe Hawbaker,Dana Long,0.00,
33475,11987,214,"Low Child Pony/Child Hunter Pony 2'/2'6"" U/S",8,1998,Timbit,Zoe Brandan,Lilly English,0.00,
28356,10354,220,$175 Adult Amateur Hunter 3',1,2070,Krowd Pleaser,Alexis Jessee,Alexis Jessee,85.00,$52.5
28356,10354,220,$175 Adult Amateur Hunter 3',2,1191,Wordsmith,Heidi White,Allison Wise,83.50,$38.5
28356,10354,220,$175 Adult Amateur Hunter 3',3,2032,Novel-T,Lee D. Cesery,Lee D. Cesery,82.00,$26.25
28356,10354,220,$175 Adult Amateur Hunter 3',4,1941,Enjoy Du Gue,Zoe Johnson,Zoe Johnson,80.00,$21
28356,10354,220,$175 Adult Amateur Hunter 3',5,2064,Oslo Mk,Avery Mccracken,Elizabeth C. de Golian,78.00,$19.25
28356,10354,220,$175 Adult Amateur Hunter 3',6,1760,Pistachio,Tarrin Kirby,Tarrin Kirby,73.00,$17.5
28356,10354,220,$175 Adult Amateur Hunter 3',7,1433,Zz,Lauren D. Tjaden,Lauren D. Tjaden,72.00,
28356,10354,220,$175 Adult Amateur Hunter 3',8,1521,Ziggy Stardust,Lisa Howard,Lisa Howard,45.00,
28356,10354,220,$175 Adult Amateur Hunter 3',,2523,Lugano,Liliana Nora Menesi,Erin M. Mccabe Clayton,44.00,
28357,10354,221,$175 Adult Amateur Hunter (1st rnd Classic) 3',1,2070,Krowd Pleaser,Alexis Jessee,Alexis Jessee,86.00,$52.5
28357,10354,221,$175 Adult Amateur Hunter (1st rnd Classic) 3',2,1760,Pistachio,Tarrin Kirby,Tarrin Kirby,80.00,$38.5
28357,10354,221,$175 Adult Amateur Hunter (1st rnd Classic) 3',3,1521,Ziggy Stardust,Lisa Howard,Lisa Howard,79.00,$26.25
28357,10354,221,$175 Adult Amateur Hunter (1st rnd Classic) 3',4,1191,Wordsmith,Heidi White,Allison Wise,77.00,$21
28357,10354,221,$175 Adult Amateur Hunter (1st rnd Classic) 3',5,2064,Oslo Mk,Avery Mccracken,Elizabeth C. de Golian,76.00,$19.25
28357,10354,221,$175 Adult Amateur Hunter (1st rnd Classic) 3',6,1941,Enjoy Du Gue,Zoe Johnson,Zoe Johnson,74.00,$17.5
28357,10354,221,$175 Adult Amateur Hunter (1st rnd Classic) 3',7,1433,Zz,Lauren D. Tjaden,Lauren D. Tjaden,73.00,
28357,10354,221,$175 Adult Amateur Hunter (1st rnd Classic) 3',8,2032,Novel-T,Lee D. Cesery,Lee D. Cesery,65.00,
28357,10354,221,$175 Adult Amateur Hunter (1st rnd Classic) 3',,2523,Lugano,Liliana Nora Menesi,Erin M. Mccabe Clayton,45.00,
28363,10354,222,$175 Adult Amateur Hunter 3',1,1521,Ziggy Stardust,Lisa Howard,Lisa Howard,85.00,$52.5
28363,10354,222,$175 Adult Amateur Hunter 3',2,2070,Krowd Pleaser,Alexis Jessee,Alexis Jessee,84.00,$38.5
28363,10354,222,$175 Adult Amateur Hunter 3',3,1760,Pistachio,Tarrin Kirby,Tarrin Kirby,83.00,$26.25
28363,10354,222,$175 Adult Amateur Hunter 3',4,2064,Oslo Mk,Avery Mccracken,Elizabeth C. de Golian,80.00,$21
28363,10354,222,$175 Adult Amateur Hunter 3',5,1191,Wordsmith,Heidi White,Allison Wise,78.00,$19.25
28363,10354,222,$175 Adult Amateur Hunter 3',6,1941,Enjoy Du Gue,Zoe Johnson,Zoe Johnson,77.00,$17.5
28363,10354,222,$175 Adult Amateur Hunter 3',7,2032,Novel-T,Lee D. Cesery,Lee D. Cesery,76.00,
28363,10354,222,$175 Adult Amateur Hunter 3',8,2523,Lugano,Liliana Nora Menesi,Erin M. Mccabe Clayton,63.00,
28363,10354,222,$175 Adult Amateur Hunter 3',,1433,Zz,Lauren D. Tjaden,Lauren D. Tjaden,39.00,
28363,10354,222,$175 Adult Amateur Hunter 3',,1927,Hicorino,Brooke Borges,Ann Fletcher Easley,45.00,
28363,10354,222,$175 Adult Amateur Hunter 3',,1933,Caligua,Janie Stevenson,Janie Stevenson,40.00,
28364,10354,223,$175 Adult Amateur Hunter 3',1,2064,Oslo Mk,Avery Mccracken,Elizabeth C. de Golian,84.00,$52.5
28364,10354,223,$175 Adult Amateur Hunter 3',2,1760,Pistachio,Tarrin Kirby,Tarrin Kirby,83.00,$38.5
28364,10354,223,$175 Adult Amateur Hunter 3',3,2070,Krowd Pleaser,Alexis Jessee,Alexis Jessee,82.00,$26.25
28364,10354,223,$175 Adult Amateur Hunter 3',4,1521,Ziggy Stardust,Lisa Howard,Lisa Howard,78.00,$21
28364,10354,223,$175 Adult Amateur Hunter 3',5,1927,Hicorino,Brooke Borges,Ann Fletcher Easley,76.00,$19.25
28364,10354,223,$175 Adult Amateur Hunter 3',6,1191,Wordsmith,Heidi White,Allison Wise,75.00,$17.5
28364,10354,223,$175 Adult Amateur Hunter 3',7,2032,Novel-T,Lee D. Cesery,Lee D. Cesery,68.00,
28364,10354,223,$175 Adult Amateur Hunter 3',8,2523,Lugano,Liliana Nora Menesi,Erin M. Mccabe Clayton,60.00,
28364,10354,223,$175 Adult Amateur Hunter 3',,1433,Zz,Lauren D. Tjaden,Lauren D. Tjaden,39.00,
28364,10354,223,$175 Adult Amateur Hunter 3',,1933,Caligua,Janie Stevenson,Janie Stevenson,40.00,
28364,10354,223,$175 Adult Amateur Hunter 3',,1941,Enjoy Du Gue,Zoe Johnson,Zoe Johnson,45.00,
28365,10354,224,Adult Amateur Hunter U/S 3',1,2032,Novel-T,Lee D. Cesery,Lee D. Cesery,,
28365,10354,224,Adult Amateur Hunter U/S 3',2,1191,Wordsmith,Heidi White,Allison Wise,,
28365,10354,224,Adult Amateur Hunter U/S 3',3,1521,Ziggy Stardust,Lisa Howard,Lisa Howard,,
28365,10354,224,Adult Amateur Hunter U/S 3',4,1433,Zz,Lauren D. Tjaden,Lauren D. Tjaden,,
28365,10354,224,Adult Amateur Hunter U/S 3',5,1760,Pistachio,Tarrin Kirby,Tarrin Kirby,,
28365,10354,224,Adult Amateur Hunter U/S 3',6,2070,Krowd Pleaser,Alexis Jessee,Alexis Jessee,,
28365,10354,224,Adult Amateur Hunter U/S 3',7,2523,Lugano,Liliana Nora Menesi,Erin M. Mccabe Clayton,,
28365,10354,224,Adult Amateur Hunter U/S 3',8,1941,Enjoy Du Gue,Zoe Johnson,Zoe Johnson,,
28365,10354,224,Adult Amateur Hunter U/S 3',,1933,Caligua,Janie Stevenson,Janie Stevenson,,
28365,10354,224,Adult Amateur Hunter U/S 3',,2064,Oslo Mk,Avery Mccracken,Elizabeth C. de Golian,,
28561,10258,245,"USHJA Hunter 3'3""",1,1749,Coffee,Kirsten L. Malacarne,Kirsten L. Malacarne,74.00,
28561,10258,245,"USHJA Hunter 3'3""",2,2203,Milburn Monti Casino,Evelyn Byron,Evelyn Byron,45.00,
28561,10258,245,"USHJA Hunter 3'3""",3,1012,San Destin,Caelyn Grodoski,Caelyn Grodoski,44.00,
28562,10258,246,"USHJA Hunter 3'3""",1,2203,Milburn Monti Casino,Evelyn Byron,Evelyn Byron,78.00,
28562,10258,246,"USHJA Hunter 3'3""",2,1749,Coffee,Kirsten L. Malacarne,Kirsten L. Malacarne,76.00,
28563,10258,247,"USHJA Hunter 3'3""",1,2064,Oslo Mk,Avery Mccracken,Elizabeth C. de Golian,83.00,
28563,10258,247,"USHJA Hunter 3'3""",2,2065,Primo Aslan,Elizabeth C. de Golian,Faith Umland,55.00,
28563,10258,247,"USHJA Hunter 3'3""",3,1850,Voodoo,Fernando C. Chebar Lozinsky,Madison Widmer,46.00,
28563,10258,247,"USHJA Hunter 3'3""",4,1749,Coffee,Kirsten L. Malacarne,Kirsten L. Malacarne,45.00,
28564,10258,248,"USHJA Hunter 3'3""",1,2065,Primo Aslan,Elizabeth C. de Golian,Faith Umland,80.00,
28564,10258,248,"USHJA Hunter 3'3""",2,1749,Coffee,Kirsten L. Malacarne,Kirsten L. Malacarne,78.00,
28564,10258,248,"USHJA Hunter 3'3""",3,1850,Voodoo,Fernando C. Chebar Lozinsky,Madison Widmer,76.00,
28541,10371,255,USHJA Hunter 2',1,1557,Qingstone Vh Bloemenhof,Yvette Cummings,Yvette Cummings,,
28541,10371,255,USHJA Hunter 2',2,1554,Going Global,Lindsay Meyer,Kendall Lacy,,
28541,10371,255,USHJA Hunter 2',3,2014,Golden Hour,Sabrina Miller,Knees 2 Nose LLC,,
28541,10371,255,USHJA Hunter 2',4,2102,Golden Ticket,Sabrina Miller,Unknown Person,,
28541,10371,255,USHJA Hunter 2',5,1011,San Castle Dae,Dixieanna Powell,Caelyn Grodoski,,
28542,10371,256,USHJA Hunter 2',1,2014,Golden Hour,Sabrina Miller,Knees 2 Nose LLC,,
28542,10371,256,USHJA Hunter 2',2,1011,San Castle Dae,Dixieanna Powell,Caelyn Grodoski,,
28542,10371,256,USHJA Hunter 2',3,2102,Golden Ticket,Sabrina Miller,Unknown Person,,
28542,10371,256,USHJA Hunter 2',,1557,Qingstone Vh Bloemenhof,Yvette Cummings,Yvette Cummings,,
28543,10371,257,USHJA Hunter 2',1,2014,Golden Hour,Sabrina Miller,Knees 2 Nose LLC,,
28543,10371,257,USHJA Hunter 2',2,1011,San Castle Dae,Dixieanna Powell,Caelyn Grodoski,,
28543,10371,257,USHJA Hunter 2',3,1942,Laguna Beach,Gwendolyn Evans,Kristine Holt,,
28543,10371,257,USHJA Hunter 2',4,2102,Golden Ticket,Sabrina Miller,Knees 2 Nose LLC,,
28543,10371,257,USHJA Hunter 2',,1557,Qingstone Vh Bloemenhof,Yvette Cummings,Yvette Cummings,,
28544,10371,258,USHJA Hunter 2',1,2014,Golden Hour,Sabrina Miller,Knees 2 Nose LLC,,
28544,10371,258,USHJA Hunter 2',2,2102,Golden Ticket,Sabrina Miller,Knees 2 Nose LLC,,
28544,10371,258,USHJA Hunter 2',3,1011,San Castle Dae,Dixieanna Powell,Caelyn Grodoski,,
28544,10371,258,USHJA Hunter 2',4,1557,Qingstone Vh Bloemenhof,Jenny Miller,Yvette Cummings,,
28544,10371,258,USHJA Hunter 2',5,1942,Laguna Beach,Gwendolyn Evans,Kristine Holt,,
28545,10371,259,USHJA Hunter 2' U/S,1,2014,Golden Hour,Sabrina Miller,Knees 2 Nose LLC,,
28545,10371,259,USHJA Hunter 2' U/S,2,1557,Qingstone Vh Bloemenhof,Yvette Cummings,Yvette Cummings,,
28545,10371,259,USHJA Hunter 2' U/S,3,2102,Golden Ticket,Sabrina Miller,Knees 2 Nose LLC,,
28545,10371,259,USHJA Hunter 2' U/S,4,1942,Laguna Beach,Gwendolyn Evans,Kristine Holt,,
28545,10371,259,USHJA Hunter 2' U/S,,1554,Going Global,Lindsay Meyer,Kendall Lacy,,
28546,10261,260,"USHJA Hunter 2'3""",1,1966,Carli De Sabette,Maya Fischl,Vannakay Hurnevich,,
28546,10261,260,"USHJA Hunter 2'3""",2,2041,Qatar Rouge,Wendy B. Hammond,Wendy B. Hammond,,
28546,10261,260,"USHJA Hunter 2'3""",3,1427,French 75,Lanie Nash,Meredith Young,,
28546,10261,260,"USHJA Hunter 2'3""",4,1556,Million Dollar Passion,Jenny Miller,Yvette Cummings,,
28547,10261,261,"USHJA Hunter 2'3""",1,1556,Million Dollar Passion,Jenny Miller,Yvette Cummings,,
28547,10261,261,"USHJA Hunter 2'3""",2,2041,Qatar Rouge,Wendy B. Hammond,Wendy B. Hammond,,
28547,10261,261,"USHJA Hunter 2'3""",3,1966,Carli De Sabette,Maya Fischl,Vannakay Hurnevich,,
28547,10261,261,"USHJA Hunter 2'3""",4,1427,French 75,Lanie Nash,Meredith Young,,
28548,10261,262,"USHJA Hunter 2'3""",1,1556,Million Dollar Passion,Jenny Miller,Yvette Cummings,,
28548,10261,262,"USHJA Hunter 2'3""",2,2041,Qatar Rouge,Wendy B. Hammond,Wendy B. Hammond,,
28548,10261,262,"USHJA Hunter 2'3""",3,1554,Going Global,Jenny Miller,Kendall Lacy,,
28548,10261,262,"USHJA Hunter 2'3""",4,1427,French 75,Lanie Nash,Meredith Young,,
28548,10261,262,"USHJA Hunter 2'3""",5,1966,Carli De Sabette,Maya Fischl,Vannakay Hurnevich,,
28548,10261,262,"USHJA Hunter 2'3""",6,1944,Richemont,Iliana Bonds,Iliana Bonds,,
28549,10261,263,"USHJA Hunter 2'3""",1,2041,Qatar Rouge,Wendy B. Hammond,Wendy B. Hammond,,
28549,10261,263,"USHJA Hunter 2'3""",2,1556,Million Dollar Passion,Jenny Miller,Yvette Cummings,,
28549,10261,263,"USHJA Hunter 2'3""",3,1966,Carli De Sabette,Maya Fischl,Vannakay Hurnevich,,
28549,10261,263,"USHJA Hunter 2'3""",4,1554,Going Global,Jenny Miller,Kendall Lacy,,
28549,10261,263,"USHJA Hunter 2'3""",5,1944,Richemont,Iliana Bonds,Iliana Bonds,,
28550,10261,264,"USHJA Hunter 2'3"" U/S",1,1556,Million Dollar Passion,Jenny Miller,Yvette Cummings,,
28550,10261,264,"USHJA Hunter 2'3"" U/S",2,1944,Richemont,Iliana Bonds,Iliana Bonds,,
28550,10261,264,"USHJA Hunter 2'3"" U/S",3,2041,Qatar Rouge,Wendy B. Hammond,Wendy B. Hammond,,
28550,10261,264,"USHJA Hunter 2'3"" U/S",4,1554,Going Global,Jenny Miller,Kendall Lacy,,
28550,10261,264,"USHJA Hunter 2'3"" U/S",5,1966,Carli De Sabette,Maya Fischl,Vannakay Hurnevich,,
28551,10370,265,"USHJA Hunter 2'6""",1,2358,Paddington,Natalie Johnson Russell,Annabel Cross,,
28551,10370,265,"USHJA Hunter 2'6""",2,1301,Quatro,Lanie Nash,Jackie Sawyer,,
28551,10370,265,"USHJA Hunter 2'6""",3,1943,Lyrical,Shawna Curtis,Shawna Curtis,,
28551,10370,265,"USHJA Hunter 2'6""",4,1553,Animo,Jenny Miller,Lindsay Meyer,,
28551,10370,265,"USHJA Hunter 2'6""",5,1548,Tesserae,Bhuvana Barish,Linda D. Viens,,
28551,10370,265,"USHJA Hunter 2'6""",6,1522,Calid 3,Jake Evans,Summer Smith,,
28551,10370,265,"USHJA Hunter 2'6""",7,1918,The Flying Dutchman,Bryce P. Richardson,Caitlin J. Andersen,,
28551,10370,265,"USHJA Hunter 2'6""",8,1554,Going Global,Jenny Miller,Kendall Lacy,,
28551,10370,265,"USHJA Hunter 2'6""",,1698,Orchard Hills Best Dressed,Ryan Haselden,Stephanie I Sakata,,
28551,10370,265,"USHJA Hunter 2'6""",,1828,Grande Blue,Lia Screnci,Erin Brody,,
28551,10370,265,"USHJA Hunter 2'6""",,1830,Quibell RW,Ashlynn Ulm,Elizabeth Walters,,
28551,10370,265,"USHJA Hunter 2'6""",,1848,Mystery Man,Tricia J. O'Connor,Schuyler Dayner,,
28551,10370,265,"USHJA Hunter 2'6""",,1849,Caymus Calling,Fernando C. Chebar Lozinsky,Kathleen Rose,,
28551,10370,265,"USHJA Hunter 2'6""",,1915,Fbf Sundrop,Stacy A. Ryback,Stacy A. Ryback,,
28551,10370,265,"USHJA Hunter 2'6""",,1936,Sf Old Fashioned,Jamie Reinheimer,Janie Stevenson,,
28551,10370,265,"USHJA Hunter 2'6""",,2369,Winning Von Z,Briana Elizabeth,Briana Elizabeth,,
28551,10370,265,"USHJA Hunter 2'6""",,2454,Sf Valentino,Jamie Reinheimer,Jamie Reinheimer,,
28552,10370,266,"USHJA Hunter 2'6""",1,1553,Animo,Jenny Miller,Lindsay Meyer,,
28552,10370,266,"USHJA Hunter 2'6""",2,1554,Going Global,Jenny Miller,Kendall Lacy,,
28552,10370,266,"USHJA Hunter 2'6""",3,2369,Winning Von Z,Briana Elizabeth,Briana Elizabeth,,
28552,10370,266,"USHJA Hunter 2'6""",4,1848,Mystery Man,Tricia J. O'Connor,Schuyler Dayner,,
28552,10370,266,"USHJA Hunter 2'6""",5,1828,Grande Blue,Lia Screnci,Erin Brody,,
28552,10370,266,"USHJA Hunter 2'6""",6,1936,Sf Old Fashioned,Jamie Reinheimer,Janie Stevenson,,
28552,10370,266,"USHJA Hunter 2'6""",7,1849,Caymus Calling,Fernando C. Chebar Lozinsky,Kathleen Rose,,
28552,10370,266,"USHJA Hunter 2'6""",8,1915,Fbf Sundrop,Stacy A. Ryback,Stacy A. Ryback,,
28552,10370,266,"USHJA Hunter 2'6""",,1522,Calid 3,Jake Evans,Summer Smith,,
28552,10370,266,"USHJA Hunter 2'6""",,1548,Tesserae,Bhuvana Barish,Linda D. Viens,,
28552,10370,266,"USHJA Hunter 2'6""",,1698,Orchard Hills Best Dressed,Ryan Haselden,Stephanie I Sakata,,
28552,10370,266,"USHJA Hunter 2'6""",,1830,Quibell RW,Ashlynn Ulm,Elizabeth Walters,,
28552,10370,266,"USHJA Hunter 2'6""",,1943,Lyrical,Shawna Curtis,Shawna Curtis,,
28552,10370,266,"USHJA Hunter 2'6""",,2454,Sf Valentino,Jamie Reinheimer,Jamie Reinheimer,,
28553,10370,267,"USHJA Hunter 2'6""",1,1553,Animo,Jenny Miller,Lindsay Meyer,,
28553,10370,267,"USHJA Hunter 2'6""",2,1936,Sf Old Fashioned,Jamie Reinheimer,Janie Stevenson,,
28553,10370,267,"USHJA Hunter 2'6""",3,1934,Pompidou,Jamie Reinheimer,Lucky Farm,,
28553,10370,267,"USHJA Hunter 2'6""",4,1522,Calid 3,Jake Evans,Summer Smith,,
28553,10370,267,"USHJA Hunter 2'6""",5,1731,Mister Express,Victoria Free Knott,Gh Stables,,
28553,10370,267,"USHJA Hunter 2'6""",6,1943,Lyrical,Shawna Curtis,Shawna Curtis,,
28553,10370,267,"USHJA Hunter 2'6""",7,2369,Winning Von Z,Briana Elizabeth,Briana Elizabeth,,
28553,10370,267,"USHJA Hunter 2'6""",8,1828,Grande Blue,Lia Screnci,Erin Brody,,
28553,10370,267,"USHJA Hunter 2'6""",,1010,Partyman,Adelaide Sandwith,Adelaide Sandwith,,
28553,10370,267,"USHJA Hunter 2'6""",,1189,Swayze,Victoria Free Knott,Rorie Troemel,,
28553,10370,267,"USHJA Hunter 2'6""",,1428,Insightful,Emma Terry,Kendall Bland,,
28553,10370,267,"USHJA Hunter 2'6""",,1698,Orchard Hills Best Dressed,Ryan Haselden,Stephanie I Sakata,,
28553,10370,267,"USHJA Hunter 2'6""",,1848,Mystery Man,Tricia J. O'Connor,Schuyler Dayner,,
28553,10370,267,"USHJA Hunter 2'6""",,1849,Caymus Calling,Fernando C. Chebar Lozinsky,Kathleen Rose,,
28553,10370,267,"USHJA Hunter 2'6""",,1918,The Flying Dutchman,Bryce P. Richardson,Caitlin J. Andersen,,
28553,10370,267,"USHJA Hunter 2'6""",,1942,Laguna Beach,Shawna Curtis,Kristine Holt,,
28553,10370,267,"USHJA Hunter 2'6""",,2021,Crescendo 55,Andrea Clark,Andrea Clark,,
28553,10370,267,"USHJA Hunter 2'6""",,2454,Sf Valentino,Jamie Reinheimer,Jamie Reinheimer,,
28553,10370,267,"USHJA Hunter 2'6""",,2523,Lugano,Liliana Nora Menesi,Erin M. Mccabe Clayton,,
28554,10370,268,"USHJA Hunter 2'6""",1,1731,Mister Express,Victoria Free Knott,Gh Stables,,
28554,10370,268,"USHJA Hunter 2'6""",2,1428,Insightful,Emma Terry,Kendall Bland,,
28554,10370,268,"USHJA Hunter 2'6""",3,1189,Swayze,Victoria Free Knott,Rorie Troemel,,
28554,10370,268,"USHJA Hunter 2'6""",4,1936,Sf Old Fashioned,Jamie Reinheimer,Janie Stevenson,,
28554,10370,268,"USHJA Hunter 2'6""",5,1934,Pompidou,Jamie Reinheimer,Lucky Farm,,
28554,10370,268,"USHJA Hunter 2'6""",6,1553,Animo,Jenny Miller,Lindsay Meyer,,
28554,10370,268,"USHJA Hunter 2'6""",7,1849,Caymus Calling,Fernando C. Chebar Lozinsky,Kathleen Rose,,
28554,10370,268,"USHJA Hunter 2'6""",8,1828,Grande Blue,Lia Screnci,Erin Brody,,
28554,10370,268,"USHJA Hunter 2'6""",,1010,Partyman,Adelaide Sandwith,Adelaide Sandwith,,
28554,10370,268,"USHJA Hunter 2'6""",,1522,Calid 3,Jake Evans,Summer Smith,,
28554,10370,268,"USHJA Hunter 2'6""",,1698,Orchard Hills Best Dressed,Ryan Haselden,Stephanie I Sakata,,
28554,10370,268,"USHJA Hunter 2'6""",,1942,Laguna Beach,Kristine Holt,Kristine Holt,,
28554,10370,268,"USHJA Hunter 2'6""",,1943,Lyrical,Shawna Curtis,Shawna Curtis,,
28554,10370,268,"USHJA Hunter 2'6""",,2021,Crescendo 55,Andrea Clark,Andrea Clark,,
28554,10370,268,"USHJA Hunter 2'6""",,2369,Winning Von Z,Briana Elizabeth,Briana Elizabeth,,
28554,10370,268,"USHJA Hunter 2'6""",,2454,Sf Valentino,Jamie Reinheimer,Jamie Reinheimer,,
28554,10370,268,"USHJA Hunter 2'6""",,2523,Lugano,Liliana Nora Menesi,Erin M. Mccabe Clayton,,
28555,10370,269,"USHJA Hunter 2'6"" U/S",1,1553,Animo,Jenny Miller,Lindsay Meyer,,
28555,10370,269,"USHJA Hunter 2'6"" U/S",2,1936,Sf Old Fashioned,Jamie Reinheimer,Janie Stevenson,,
28555,10370,269,"USHJA Hunter 2'6"" U/S",3,1522,Calid 3,Jake Evans,Summer Smith,,
28555,10370,269,"USHJA Hunter 2'6"" U/S",4,1548,Tesserae,Bhuvana Barish,Linda D. Viens,,
28555,10370,269,"USHJA Hunter 2'6"" U/S",5,1698,Orchard Hills Best Dressed,Ryan Haselden,Stephanie I Sakata,,
28555,10370,269,"USHJA Hunter 2'6"" U/S",6,1554,Going Global,Jenny Miller,Kendall Lacy,,
28555,10370,269,"USHJA Hunter 2'6"" U/S",7,1943,Lyrical,Shawna Curtis,Shawna Curtis,,
28555,10370,269,"USHJA Hunter 2'6"" U/S",,1848,Mystery Man,Tricia J. O'Connor,Schuyler Dayner,,
28734,10369,270,"USHJA Hunter 2'9""",1,1973,On The Rocks,Natalie Johnson Russell,Courtney Blackburn,,
28734,10369,270,"USHJA Hunter 2'9""",2,1748,Center Stage,Kirsten L. Malacarne,Catherine Souza,,
28734,10369,270,"USHJA Hunter 2'9""",3,1850,Voodoo,Fernando C. Chebar Lozinsky,Madison Widmer,,
28734,10369,270,"USHJA Hunter 2'9""",4,2359,Sf Starboy,Jamie Reinheimer,Hunter Vita LLC,,
28734,10369,270,"USHJA Hunter 2'9""",5,1975,Carsten S,Jennifer Tate,Barbara E. Kravetz,,
28734,10369,270,"USHJA Hunter 2'9""",6,1329,Czar Hs,Lauren Schweppe,Rachel Fugate,,
28734,10369,270,"USHJA Hunter 2'9""",7,1525,Checkmate,Gabriella Savettiere,Empire Lane LLC,,
28733,10369,271,"USHJA Hunter 2'9""",1,1850,Voodoo,Fernando C. Chebar Lozinsky,Madison Widmer,,
28733,10369,271,"USHJA Hunter 2'9""",2,1748,Center Stage,Kirsten L. Malacarne,Catherine Souza,,
28733,10369,271,"USHJA Hunter 2'9""",3,1975,Carsten S,Jennifer Tate,Barbara E. Kravetz,,
28733,10369,271,"USHJA Hunter 2'9""",4,2359,Sf Starboy,Jamie Reinheimer,Hunter Vita LLC,,
28733,10369,271,"USHJA Hunter 2'9""",5,1973,On The Rocks,Natalie Johnson Russell,Courtney Blackburn,,
28733,10369,271,"USHJA Hunter 2'9""",6,1525,Checkmate,Gabriella Savettiere,Empire Lane LLC,,
28733,10369,271,"USHJA Hunter 2'9""",7,1329,Czar Hs,Lauren Schweppe,Rachel Fugate,,
28732,10369,272,"USHJA Hunter 2'9""",1,1525,Checkmate,Gabriella Savettiere,Empire Lane LLC,,
28732,10369,272,"USHJA Hunter 2'9""",2,1929,Alesso,Windsor Ryan,Windsor Stables LLC,,
28732,10369,272,"USHJA Hunter 2'9""",3,1329,Czar Hs,Lauren Schweppe,Rachel Fugate,,
28732,10369,272,"USHJA Hunter 2'9""",4,2359,Sf Starboy,Jamie Reinheimer,Hunter Vita LLC,,
28732,10369,272,"USHJA Hunter 2'9""",5,1973,On The Rocks,Natalie Johnson Russell,Courtney Blackburn,,
28732,10369,272,"USHJA Hunter 2'9""",6,1975,Carsten S,Jennifer Tate,Barbara E. Kravetz,,
28732,10369,272,"USHJA Hunter 2'9""",7,1562,Raja J,Morgan Cusick,Morgan Cusick,,
28731,10369,273,"USHJA Hunter 2'9""",1,2359,Sf Starboy,Jamie Reinheimer,Hunter Vita LLC,,
28731,10369,273,"USHJA Hunter 2'9""",2,1329,Czar Hs,Lauren Schweppe,Rachel Fugate,,
28731,10369,273,"USHJA Hunter 2'9""",3,1525,Checkmate,Gabriella Savettiere,Empire Lane LLC,,
28731,10369,273,"USHJA Hunter 2'9""",4,1975,Carsten S,Jennifer Tate,Barbara E. Kravetz,,
